Sample_ID,SOM_Row,SOM_Col,SOM_Cluster
MB-4744,2,17,2_17
MB-4745,13,9,13_9
MB-4746,11,13,11_13
MB-4749,8,14,8_14
MB-4750,9,14,9_14
MB-4752,9,6,9_6
MB-4757,19,0,19_0
MB-4758,17,0,17_0
MB-4760,16,16,16_16
MB-4762,0,0,0_0
MB-4763,14,8,14_8
MB-4764,10,15,10_15
MB-4767,1,0,1_0
MB-4769,16,4,16_4
MB-4770,13,0,13_0
MB-4771,15,18,15_18
MB-4778,4,13,4_13
MB-4779,9,17,9_17
MB-4784,0,7,0_7
MB-4785,0,18,0_18
MB-4787,4,19,4_19
MB-4790,5,13,5_13
MB-4791,12,11,12_11
MB-4792,18,6,18_6
MB-4793,18,3,18_3
MB-4794,2,9,2_9
MB-4796,0,16,0_16
MB-4797,7,13,7_13
MB-4798,0,18,0_18
MB-4800,4,0,4_0
MB-4801,7,18,7_18
MB-4802,10,14,10_14
MB-4805,7,8,7_8
MB-4806,17,19,17_19
MB-4809,19,6,19_6
MB-4814,19,9,19_9
MB-4818,2,11,2_11
MB-4820,0,9,0_9
MB-4822,14,13,14_13
MB-4825,3,12,3_12
MB-4827,5,18,5_18
MB-4828,6,12,6_12
MB-4829,11,13,11_13
MB-4832,16,18,16_18
MB-4834,5,3,5_3
MB-4836,13,12,13_12
MB-4838,0,3,0_3
MB-4839,4,10,4_10
MB-4843,7,19,7_19
MB-4845,12,16,12_16
MB-4846,4,0,4_0
MB-4849,4,0,4_0
MB-4851,8,17,8_17
MB-4853,0,17,0_17
MB-4855,13,11,13_11
MB-4858,12,5,12_5
MB-4859,16,13,16_13
MB-4860,10,12,10_12
MB-4862,7,5,7_5
MB-4865,16,2,16_2
MB-4866,4,9,4_9
MB-4867,15,19,15_19
MB-4869,11,17,11_17
MB-4870,4,13,4_13
MB-4871,11,1,11_1
MB-4872,14,18,14_18
MB-4873,12,13,12_13
MB-4876,19,12,19_12
MB-4878,10,1,10_1
MB-4879,14,6,14_6
MB-4880,14,2,14_2
MB-4881,18,2,18_2
MB-4882,11,17,11_17
MB-4883,14,13,14_13
MB-4886,14,6,14_6
MB-4887,13,10,13_10
MB-4888,18,5,18_5
MB-4893,19,9,19_9
MB-4894,10,9,10_9
MB-4896,15,7,15_7
MB-4897,17,16,17_16
MB-4898,11,13,11_13
MB-4899,3,19,3_19
MB-4900,9,7,9_7
MB-4906,0,2,0_2
MB-4908,16,8,16_8
MB-4911,19,7,19_7
MB-4912,5,17,5_17
MB-4925,4,10,4_10
MB-4928,15,10,15_10
MB-4929,13,9,13_9
MB-4930,11,2,11_2
MB-4931,17,4,17_4
MB-4933,1,8,1_8
MB-4934,2,9,2_9
MB-4935,13,2,13_2
MB-4937,4,4,4_4
MB-4938,15,19,15_19
MB-4941,3,16,3_16
MB-4942,19,5,19_5
MB-4944,2,19,2_19
MB-4945,15,0,15_0
MB-4949,16,4,16_4
MB-4950,2,14,2_14
MB-4952,15,9,15_9
MB-4956,2,4,2_4
MB-4957,6,15,6_15
MB-4959,8,17,8_17
MB-4961,9,16,9_16
MB-4962,12,17,12_17
MB-4965,3,12,3_12
MB-4966,9,14,9_14
MB-4967,9,19,9_19
MB-4968,3,11,3_11
MB-4969,8,18,8_18
MB-4970,2,18,2_18
MB-4974,16,0,16_0
MB-4976,10,19,10_19
MB-4977,7,13,7_13
MB-4978,7,13,7_13
MB-4981,11,17,11_17
MB-4982,14,10,14_10
MB-4986,5,4,5_4
MB-4987,7,13,7_13
MB-4991,3,0,3_0
MB-4992,7,12,7_12
MB-4993,12,9,12_9
MB-4994,4,13,4_13
MB-4996,12,13,12_13
MB-4998,9,16,9_16
MB-4999,0,8,0_8
MB-5001,2,8,2_8
MB-5004,12,10,12_10
MB-5008,12,7,12_7
MB-5011,5,18,5_18
MB-5013,12,16,12_16
MB-5014,4,0,4_0
MB-5015,0,18,0_18
MB-5017,8,6,8_6
MB-5018,4,11,4_11
MB-5019,14,7,14_7
MB-5020,4,19,4_19
MB-5022,18,12,18_12
MB-5027,1,19,1_19
MB-5033,0,8,0_8
MB-5035,4,19,4_19
MB-5039,3,3,3_3
MB-5040,2,4,2_4
MB-5041,18,10,18_10
MB-5043,9,19,9_19
MB-5044,3,10,3_10
MB-5045,15,4,15_4
MB-5048,13,13,13_13
MB-5049,3,3,3_3
MB-5050,7,19,7_19
MB-5052,16,11,16_11
MB-5053,10,14,10_14
MB-5054,15,11,15_11
MB-5057,19,7,19_7
MB-5058,9,0,9_0
MB-5059,1,17,1_17
MB-5060,12,19,12_19
MB-5061,0,2,0_2
MB-5062,1,2,1_2
MB-5063,14,6,14_6
MB-5064,1,10,1_10
MB-5065,17,10,17_10
MB-5066,12,14,12_14
MB-5068,2,11,2_11
MB-5070,16,4,16_4
MB-5072,13,9,13_9
MB-5073,0,11,0_11
MB-5074,7,12,7_12
MB-5076,19,8,19_8
MB-5078,12,4,12_4
MB-5079,12,16,12_16
MB-5081,8,6,8_6
MB-5084,4,17,4_17
MB-5086,1,0,1_0
MB-5088,11,16,11_16
MB-5092,9,15,9_15
MB-5093,3,3,3_3
MB-5097,17,8,17_8
MB-5098,1,1,1_1
MB-5100,19,9,19_9
MB-5101,7,5,7_5
MB-5102,19,4,19_4
MB-5104,6,11,6_11
MB-5105,13,17,13_17
MB-5106,4,8,4_8
MB-5107,7,2,7_2
MB-5109,4,10,4_10
MB-5110,9,12,9_12
MB-5113,19,11,19_11
MB-5114,17,11,17_11
MB-5115,18,0,18_0
MB-5116,5,13,5_13
MB-5117,0,18,0_18
MB-5118,3,16,3_16
MB-5119,8,0,8_0
MB-5120,14,9,14_9
MB-5121,10,14,10_14
MB-5122,5,10,5_10
MB-5123,0,0,0_0
MB-5124,4,0,4_0
MB-5126,15,0,15_0
MB-5127,1,4,1_4
MB-5130,10,11,10_11
MB-5131,5,11,5_11
MB-5134,5,19,5_19
MB-5135,18,0,18_0
MB-5136,18,13,18_13
MB-5137,19,9,19_9
MB-5138,19,1,19_1
MB-5139,4,1,4_1
MB-5140,0,12,0_12
MB-5143,13,13,13_13
MB-5144,3,2,3_2
MB-5145,16,0,16_0
MB-5147,12,12,12_12
MB-5148,16,13,16_13
MB-5150,0,11,0_11
MB-5152,2,11,2_11
MB-5154,19,11,19_11
MB-5155,14,13,14_13
MB-5157,13,10,13_10
MB-5158,0,13,0_13
MB-5160,6,13,6_13
MB-5161,17,16,17_16
MB-5162,19,14,19_14
MB-5163,5,18,5_18
MB-5164,19,11,19_11
MB-5166,11,2,11_2
MB-5167,9,14,9_14
MB-5169,10,19,10_19
MB-5171,19,11,19_11
MB-5172,19,11,19_11
MB-5173,16,0,16_0
MB-5174,13,3,13_3
MB-5175,9,7,9_7
MB-5176,0,5,0_5
MB-5178,7,13,7_13
MB-5179,11,11,11_11
MB-5182,8,17,8_17
MB-5183,8,14,8_14
MB-5184,10,14,10_14
MB-5185,7,18,7_18
MB-5186,19,10,19_10
MB-5188,19,7,19_7
MB-5189,7,5,7_5
MB-5190,14,9,14_9
MB-5191,7,12,7_12
MB-5193,13,14,13_14
MB-5195,13,4,13_4
MB-5196,14,12,14_12
MB-5197,3,5,3_5
MB-5199,11,4,11_4
MB-5200,4,2,4_2
MB-5201,12,16,12_16
MB-5204,12,16,12_16
MB-5205,17,0,17_0
MB-5206,0,11,0_11
MB-5208,14,1,14_1
MB-5209,17,9,17_9
MB-5211,3,6,3_6
MB-5212,1,14,1_14
MB-5213,15,9,15_9
MB-5214,0,1,0_1
MB-5215,3,9,3_9
MB-5218,6,7,6_7
MB-5219,0,12,0_12
MB-5221,9,19,9_19
MB-5222,18,12,18_12
MB-5223,16,1,16_1
MB-5224,9,15,9_15
MB-5225,17,9,17_9
MB-5226,0,9,0_9
MB-5227,15,14,15_14
MB-5228,10,4,10_4
MB-5229,13,0,13_0
MB-5230,3,12,3_12
MB-5231,13,5,13_5
MB-5232,15,3,15_3
MB-5233,5,17,5_17
MB-5235,17,8,17_8
MB-5236,16,2,16_2
MB-5238,19,11,19_11
MB-5239,4,6,4_6
MB-5240,4,7,4_7
MB-5243,9,6,9_6
MB-5244,2,19,2_19
MB-5251,13,17,13_17
MB-5253,8,14,8_14
MB-5255,19,13,19_13
MB-5256,2,17,2_17
MB-5258,15,0,15_0
MB-5259,12,0,12_0
MB-5260,3,7,3_7
MB-5261,3,10,3_10
MB-5264,0,18,0_18
MB-5266,8,3,8_3
MB-5267,15,13,15_13
MB-5268,1,19,1_19
MB-5270,2,19,2_19
MB-5271,9,4,9_4
MB-5272,14,11,14_11
MB-5273,3,10,3_10
MB-5277,5,13,5_13
MB-5278,17,16,17_16
MB-5279,3,19,3_19
MB-5280,16,18,16_18
MB-5281,14,12,14_12
MB-5284,4,13,4_13
MB-5287,8,13,8_13
MB-5288,12,11,12_11
MB-5289,1,14,1_14
MB-5290,2,17,2_17
MB-5291,1,0,1_0
MB-5292,11,2,11_2
MB-5293,5,0,5_0
MB-5294,19,9,19_9
MB-5295,17,3,17_3
MB-5296,14,6,14_6
MB-5298,18,1,18_1
MB-5299,16,3,16_3
MB-5300,0,17,0_17
MB-5301,0,14,0_14
MB-5302,4,10,4_10
MB-5305,0,17,0_17
MB-5306,0,6,0_6
MB-5308,16,13,16_13
MB-5310,5,19,5_19
MB-5311,8,9,8_9
MB-5312,18,12,18_12
MB-5313,16,11,16_11
MB-5315,15,10,15_10
MB-5317,3,12,3_12
MB-5318,10,4,10_4
MB-5322,8,17,8_17
MB-5323,19,12,19_12
MB-5324,13,13,13_13
MB-5325,19,9,19_9
MB-5326,9,12,9_12
MB-5327,14,0,14_0
MB-5328,2,6,2_6
MB-5329,10,11,10_11
MB-5330,4,13,4_13
MB-5331,3,14,3_14
MB-5332,15,10,15_10
MB-5334,4,0,4_0
MB-5335,19,0,19_0
MB-5338,9,1,9_1
MB-5339,3,15,3_15
MB-5341,3,9,3_9
MB-5345,16,14,16_14
MB-5346,15,0,15_0
MB-5347,3,16,3_16
MB-5348,16,6,16_6
MB-5349,4,10,4_10
MB-5350,8,10,8_10
MB-5351,19,11,19_11
MB-5358,5,11,5_11
MB-5360,7,19,7_19
MB-5361,9,3,9_3
MB-5364,4,14,4_14
MB-5365,13,14,13_14
MB-5366,11,1,11_1
MB-5368,12,15,12_15
MB-5369,0,15,0_15
MB-5370,3,8,3_8
MB-5373,12,15,12_15
MB-5377,15,19,15_19
MB-5378,15,0,15_0
MB-5381,19,10,19_10
MB-5382,13,13,13_13
MB-5383,12,19,12_19
MB-5384,3,3,3_3
MB-5385,0,11,0_11
MB-5386,3,0,3_0
MB-5387,19,9,19_9
MB-5388,4,0,4_0
MB-5389,0,10,0_10
MB-5390,19,0,19_0
MB-5392,15,11,15_11
MB-5393,0,10,0_10
MB-5394,18,12,18_12
MB-5395,9,14,9_14
MB-5396,8,4,8_4
MB-5397,10,10,10_10
MB-5398,14,15,14_15
MB-5399,10,14,10_14
MB-5401,0,0,0_0
MB-5402,13,13,13_13
MB-5403,2,15,2_15
MB-5404,4,14,4_14
MB-5405,19,12,19_12
MB-5406,4,0,4_0
MB-5407,0,19,0_19
MB-5408,19,13,19_13
MB-5409,15,10,15_10
MB-5410,7,15,7_15
MB-5411,15,7,15_7
MB-5412,4,18,4_18
MB-5413,0,13,0_13
MB-5414,12,4,12_4
MB-5417,15,9,15_9
MB-5418,8,14,8_14
MB-5420,18,12,18_12
MB-5421,19,6,19_6
MB-5422,9,13,9_13
MB-5424,5,0,5_0
MB-5425,11,13,11_13
MB-5426,17,10,17_10
MB-5427,15,0,15_0
MB-5428,14,13,14_13
MB-5429,0,11,0_11
MB-5431,17,0,17_0
MB-5432,0,0,0_0
MB-5433,4,6,4_6
MB-5434,7,1,7_1
MB-5435,4,6,4_6
MB-5440,18,2,18_2
MB-5441,6,17,6_17
MB-5442,19,3,19_3
MB-5444,0,8,0_8
MB-5446,15,16,15_16
MB-5447,3,4,3_4
MB-5450,16,5,16_5
MB-5451,0,19,0_19
MB-5452,13,14,13_14
MB-5453,18,17,18_17
MB-5454,7,3,7_3
MB-5455,4,14,4_14
MB-5457,3,0,3_0
MB-5458,14,8,14_8
MB-5459,1,6,1_6
MB-5460,0,12,0_12
MB-5463,1,3,1_3
MB-5464,0,11,0_11
MB-5465,17,5,17_5
MB-5468,19,0,19_0
MB-5471,8,0,8_0
MB-5472,5,19,5_19
MB-5473,5,19,5_19
MB-5474,19,10,19_10
MB-5475,0,9,0_9
MB-5477,2,14,2_14
MB-5478,13,18,13_18
MB-5481,9,1,9_1
MB-5482,16,7,16_7
MB-5483,12,0,12_0
MB-5484,8,14,8_14
MB-5485,2,2,2_2
MB-5486,5,0,5_0
MB-5489,15,13,15_13
MB-5490,2,14,2_14
MB-5491,12,19,12_19
MB-5492,7,12,7_12
MB-5493,11,12,11_12
MB-5495,16,19,16_19
MB-5497,5,4,5_4
MB-5498,14,5,14_5
MB-5499,13,15,13_15
MB-5502,8,1,8_1
MB-5505,13,15,13_15
MB-5510,8,17,8_17
MB-5511,12,10,12_10
MB-5513,7,1,7_1
MB-5514,0,11,0_11
MB-5518,10,9,10_9
MB-5519,3,13,3_13
MB-5520,8,0,8_0
MB-5521,14,12,14_12
MB-5525,13,11,13_11
MB-5526,18,5,18_5
MB-5529,19,0,19_0
MB-5530,7,10,7_10
MB-5531,17,10,17_10
MB-5532,0,1,0_1
MB-5533,15,11,15_11
MB-5534,9,10,9_10
MB-5535,13,0,13_0
MB-5540,8,3,8_3
MB-5541,6,4,6_4
MB-5543,10,10,10_10
MB-5547,19,1,19_1
MB-5548,17,5,17_5
MB-5549,14,8,14_8
MB-5550,3,15,3_15
MB-5551,19,5,19_5
MB-5552,3,2,3_2
MB-5553,13,15,13_15
MB-5554,10,13,10_13
MB-5556,0,6,0_6
MB-5558,14,6,14_6
MB-5559,19,10,19_10
MB-5560,18,1,18_1
MB-5562,4,17,4_17
MB-5563,6,12,6_12
MB-5565,16,1,16_1
MB-5566,19,0,19_0
MB-5567,2,19,2_19
MB-5571,3,16,3_16
MB-5575,2,1,2_1
MB-5576,3,4,3_4
MB-5577,10,10,10_10
MB-5579,10,12,10_12
MB-5580,13,14,13_14
MB-5582,16,18,16_18
MB-5583,6,10,6_10
MB-5584,13,10,13_10
MB-5588,17,10,17_10
MB-5589,11,17,11_17
MB-5590,11,10,11_10
MB-5591,16,19,16_19
MB-5592,12,13,12_13
MB-5593,15,9,15_9
MB-5596,4,14,4_14
MB-5597,3,15,3_15
MB-5599,0,0,0_0
MB-5601,5,19,5_19
MB-5602,17,4,17_4
MB-5603,11,19,11_19
MB-5604,4,5,4_5
MB-5605,15,19,15_19
MB-5613,10,6,10_6
MB-5614,7,2,7_2
MB-5616,18,8,18_8
MB-5617,0,11,0_11
MB-5620,12,14,12_14
MB-5622,1,3,1_3
MB-5623,17,19,17_19
MB-5624,17,4,17_4
MB-5625,19,8,19_8
MB-5626,8,17,8_17
MB-5629,11,16,11_16
MB-5632,3,4,3_4
MB-5633,19,13,19_13
MB-5634,16,3,16_3
MB-5635,1,10,1_10
MB-5636,3,1,3_1
MB-5638,0,3,0_3
MB-5640,3,9,3_9
MB-5641,1,0,1_0
MB-5642,0,13,0_13
MB-5645,7,18,7_18
MB-5646,1,3,1_3
MB-5647,3,4,3_4
MB-5648,2,14,2_14
MB-5651,17,10,17_10
MB-5652,12,8,12_8
MB-5653,5,0,5_0
MB-5654,11,18,11_18
MB-5655,15,0,15_0
MB-5656,16,13,16_13
MB-6001,10,3,10_3
MB-6006,9,19,9_19
MB-6007,11,11,11_11
MB-6008,2,2,2_2
MB-6010,14,4,14_4
MB-6011,1,3,1_3
MB-6012,5,16,5_16
MB-6014,17,17,17_17
MB-6016,2,11,2_11
MB-6017,2,19,2_19
MB-6018,10,19,10_19
MB-6019,13,11,13_11
MB-6020,2,6,2_6
MB-6022,3,0,3_0
MB-6023,7,12,7_12
MB-6024,3,16,3_16
MB-6026,8,3,8_3
MB-6029,0,0,0_0
MB-6030,0,0,0_0
MB-6036,16,7,16_7
MB-6039,10,0,10_0
MB-6042,8,17,8_17
MB-6044,8,2,8_2
MB-6047,7,2,7_2
MB-6048,7,4,7_4
MB-6049,11,1,11_1
MB-6050,10,19,10_19
MB-6051,11,19,11_19
MB-6052,18,16,18_16
MB-6053,7,1,7_1
MB-6055,18,8,18_8
MB-6058,18,2,18_2
MB-6059,8,6,8_6
MB-6060,6,2,6_2
MB-6062,19,8,19_8
MB-6063,7,14,7_14
MB-6065,7,16,7_16
MB-6069,0,0,0_0
MB-6071,7,0,7_0
MB-6075,0,3,0_3
MB-6077,6,17,6_17
MB-6080,16,10,16_10
MB-6082,5,4,5_4
MB-6083,5,14,5_14
MB-6085,15,11,15_11
MB-6092,5,10,5_10
MB-6097,5,15,5_15
MB-6098,19,0,19_0
MB-6100,14,7,14_7
MB-6101,1,4,1_4
MB-6105,7,18,7_18
MB-6108,18,16,18_16
MB-6113,14,7,14_7
MB-6114,12,2,12_2
MB-6116,15,9,15_9
MB-6118,7,19,7_19
MB-6122,16,8,16_8
MB-6124,0,9,0_9
MB-6125,5,9,5_9
MB-6131,14,5,14_5
MB-6133,10,15,10_15
MB-6135,8,1,8_1
MB-6138,9,14,9_14
MB-6143,15,0,15_0
MB-6144,17,10,17_10
MB-6145,1,1,1_1
MB-6146,7,4,7_4
MB-6147,17,14,17_14
MB-6149,0,2,0_2
MB-6150,0,6,0_6
MB-6152,12,8,12_8
MB-6154,6,12,6_12
MB-6156,11,3,11_3
MB-6157,12,6,12_6
MB-6163,12,16,12_16
MB-6164,5,19,5_19
MB-6167,7,13,7_13
MB-6168,7,19,7_19
MB-6169,19,10,19_10
MB-6171,2,17,2_17
MB-6178,17,1,17_1
MB-6179,11,9,11_9
MB-6181,1,18,1_18
MB-6182,14,8,14_8
MB-6183,4,13,4_13
MB-6184,7,0,7_0
MB-6185,13,17,13_17
MB-6187,17,13,17_13
MB-6188,19,7,19_7
MB-6189,3,8,3_8
MB-6190,1,8,1_8
MB-6192,9,1,9_1
MB-6194,8,0,8_0
MB-6195,9,14,9_14
MB-6200,8,0,8_0
MB-6201,0,0,0_0
MB-6204,9,9,9_9
MB-6207,11,18,11_18
MB-6208,15,16,15_16
MB-6211,11,19,11_19
MB-6212,0,0,0_0
MB-6213,0,12,0_12
MB-6214,5,18,5_18
MB-6218,0,7,0_7
MB-6223,8,4,8_4
MB-6224,14,8,14_8
MB-6225,9,0,9_0
MB-6226,4,2,4_2
MB-6228,19,10,19_10
MB-6229,11,18,11_18
MB-6230,5,10,5_10
MB-6231,4,16,4_16
MB-6232,4,13,4_13
MB-6233,3,17,3_17
MB-6237,16,0,16_0
MB-6238,3,18,3_18
MB-6239,3,12,3_12
MB-6242,18,3,18_3
MB-6245,17,3,17_3
MB-6246,10,3,10_3
MB-6248,19,5,19_5
MB-6251,17,5,17_5
MB-6253,11,18,11_18
MB-6254,3,11,3_11
MB-6256,1,12,1_12
MB-6257,14,19,14_19
MB-6263,3,15,3_15
MB-6271,2,10,2_10
MB-6273,5,14,5_14
MB-6280,19,4,19_4
MB-6281,2,9,2_9
MB-6283,13,14,13_14
MB-6284,7,6,7_6
MB-6286,3,12,3_12
MB-6287,11,14,11_14
MB-6288,7,6,7_6
MB-6297,0,15,0_15
MB-6300,1,13,1_13
MB-6302,3,3,3_3
MB-6305,13,0,13_0
MB-6306,0,4,0_4
MB-6308,7,19,7_19
MB-6312,14,3,14_3
MB-6314,0,7,0_7
MB-6317,0,16,0_16
MB-6318,11,7,11_7
MB-6319,6,11,6_11
MB-6322,9,18,9_18
MB-6327,0,0,0_0
MB-6328,3,7,3_7
MB-6329,17,8,17_8
MB-6330,19,11,19_11
MB-6334,11,2,11_2
MB-6336,17,8,17_8
MB-6337,13,0,13_0
MB-6344,10,4,10_4
MB-6346,2,15,2_15
MB-6358,13,6,13_6
MB-6363,5,9,5_9
MB-7000,1,8,1_8
MB-7001,3,12,3_12
MB-7002,11,14,11_14
MB-7003,9,16,9_16
MB-7004,3,13,3_13
MB-7005,12,18,12_18
MB-7006,3,19,3_19
MB-7007,17,7,17_7
MB-7008,18,14,18_14
MB-7009,15,0,15_0
MB-7010,8,17,8_17
MB-7011,3,4,3_4
MB-7012,19,5,19_5
MB-7013,4,17,4_17
MB-7014,9,6,9_6
MB-7015,1,16,1_16
MB-7017,17,0,17_0
MB-7018,4,4,4_4
MB-7019,5,19,5_19
MB-7020,13,0,13_0
MB-7022,10,15,10_15
MB-7023,7,0,7_0
MB-7024,4,3,4_3
MB-7025,19,14,19_14
MB-7026,16,19,16_19
MB-7027,11,1,11_1
MB-7028,0,6,0_6
MB-7029,16,17,16_17
MB-7030,16,13,16_13
MB-7031,19,4,19_4
MB-7032,13,17,13_17
MB-7034,1,11,1_11
MB-7035,11,0,11_0
MB-7036,15,1,15_1
MB-7037,2,15,2_15
MB-7038,17,0,17_0
MB-7039,9,9,9_9
MB-7040,1,11,1_11
MB-7041,11,12,11_12
MB-7042,7,19,7_19
MB-7043,8,8,8_8
MB-7044,17,14,17_14
MB-7045,11,8,11_8
MB-7046,3,0,3_0
MB-7048,7,7,7_7
MB-7049,19,9,19_9
MB-7050,12,4,12_4
MB-7051,9,6,9_6
MB-7052,19,8,19_8
MB-7053,6,7,6_7
MB-7054,15,4,15_4
MB-7055,17,3,17_3
MB-7056,4,15,4_15
MB-7057,9,11,9_11
MB-7058,8,12,8_12
MB-7059,11,1,11_1
MB-7060,7,13,7_13
MB-7061,15,14,15_14
MB-7062,14,17,14_17
MB-7063,13,13,13_13
MB-7065,0,0,0_0
MB-7066,5,11,5_11
MB-7067,15,10,15_10
MB-7068,9,3,9_3
MB-7069,11,0,11_0
MB-7070,10,0,10_0
MB-7071,17,18,17_18
MB-7072,10,5,10_5
MB-7073,12,0,12_0
MB-7074,6,10,6_10
MB-7075,2,6,2_6
MB-7076,1,11,1_11
MB-7077,16,17,16_17
MB-7078,16,12,16_12
MB-7079,17,14,17_14
MB-7080,1,19,1_19
MB-7081,18,12,18_12
MB-7082,13,4,13_4
MB-7084,17,6,17_6
MB-7085,3,11,3_11
MB-7086,4,5,4_5
MB-7087,19,3,19_3
MB-7088,14,4,14_4
MB-7089,16,2,16_2
MB-7090,11,9,11_9
MB-7091,7,0,7_0
MB-7092,0,7,0_7
MB-7093,13,17,13_17
MB-7094,3,0,3_0
MB-7095,12,16,12_16
MB-7096,16,19,16_19
MB-7097,10,12,10_12
MB-7099,4,5,4_5
MB-7100,1,12,1_12
MB-7101,10,14,10_14
MB-7102,1,12,1_12
MB-7104,17,10,17_10
MB-7106,5,18,5_18
MB-7107,5,17,5_17
MB-7109,6,13,6_13
MB-7111,8,1,8_1
MB-7112,4,8,4_8
MB-7113,7,19,7_19
MB-7114,18,5,18_5
MB-7115,0,15,0_15
MB-7116,6,13,6_13
MB-7118,2,16,2_16
MB-7119,16,4,16_4
MB-7121,19,9,19_9
MB-7122,12,7,12_7
MB-7123,5,10,5_10
MB-7124,3,9,3_9
MB-7127,1,0,1_0
MB-7128,5,10,5_10
MB-7130,4,3,4_3
MB-7131,4,17,4_17
MB-7132,13,15,13_15
MB-7133,2,7,2_7
MB-7135,13,5,13_5
MB-7137,0,9,0_9
MB-7138,2,14,2_14
MB-7140,3,11,3_11
MB-7141,4,8,4_8
MB-7142,0,1,0_1
MB-7143,0,14,0_14
MB-7144,11,9,11_9
MB-7145,19,1,19_1
MB-7147,0,9,0_9
MB-7148,1,13,1_13
MB-7149,5,4,5_4
MB-7150,11,9,11_9
MB-7151,17,6,17_6
MB-7152,3,2,3_2
MB-7153,4,18,4_18
MB-7154,19,4,19_4
MB-7155,19,2,19_2
MB-7157,0,17,0_17
MB-7158,17,9,17_9
MB-7159,18,5,18_5
MB-7160,14,3,14_3
MB-7161,6,8,6_8
MB-7162,4,10,4_10
MB-7163,9,13,9_13
MB-7164,15,18,15_18
MB-7165,19,3,19_3
MB-7167,0,19,0_19
MB-7168,4,19,4_19
MB-7170,0,9,0_9
MB-7171,2,0,2_0
MB-7172,5,11,5_11
MB-7173,10,13,10_13
MB-7174,8,5,8_5
MB-7176,13,18,13_18
MB-7181,0,3,0_3
MB-7182,4,3,4_3
MB-7185,7,18,7_18
MB-7186,5,6,5_6
MB-7187,19,10,19_10
MB-7188,0,11,0_11
MB-7189,6,5,6_5
MB-7193,0,5,0_5
MB-7194,0,10,0_10
MB-7195,11,17,11_17
MB-7196,9,0,9_0
MB-7197,12,17,12_17
MB-7198,10,5,10_5
MB-7199,1,2,1_2
MB-7200,2,19,2_19
MB-7201,17,10,17_10
MB-7205,18,1,18_1
MB-7208,8,9,8_9
MB-7212,9,13,9_13
MB-7215,15,16,15_16
MB-7216,0,11,0_11
MB-7217,15,16,15_16
MB-7218,2,19,2_19
MB-7219,14,17,14_17
MB-7220,9,15,9_15
MB-7225,17,4,17_4
MB-7226,0,5,0_5
MB-7227,3,14,3_14
MB-7228,8,19,8_19
MB-7229,7,18,7_18
MB-7230,1,19,1_19
MB-7231,2,11,2_11
MB-7232,12,16,12_16
MB-7233,8,18,8_18
MB-7234,3,8,3_8
MB-7235,14,19,14_19
MB-7236,1,14,1_14
MB-7237,7,19,7_19
MB-7238,11,9,11_9
MB-7241,16,18,16_18
MB-7243,4,18,4_18
MB-7244,7,19,7_19
MB-7249,0,11,0_11
MB-7250,15,9,15_9
MB-7251,13,4,13_4
MB-7252,16,11,16_11
MB-7253,5,18,5_18
MB-7254,9,19,9_19
MB-7256,15,8,15_8
MB-7258,18,3,18_3
MB-7260,12,2,12_2
MB-7262,14,1,14_1
MB-7263,8,1,8_1
MB-7264,12,6,12_6
MB-7266,3,7,3_7
MB-7267,19,0,19_0
MB-7268,9,13,9_13
MB-7269,18,0,18_0
MB-7270,11,8,11_8
MB-7273,15,7,15_7
MB-7275,16,19,16_19
MB-7276,5,18,5_18
MB-7277,1,17,1_17
MB-7278,9,17,9_17
MB-7279,10,3,10_3
MB-7280,5,6,5_6
MB-7281,14,9,14_9
MB-7283,10,12,10_12
MB-7284,7,11,7_11
MB-7285,7,7,7_7
MB-7286,3,14,3_14
MB-7287,10,3,10_3
MB-7288,1,16,1_16
MB-7289,16,15,16_15
MB-7291,15,11,15_11
MB-7292,5,3,5_3
MB-7293,6,1,6_1
MB-7294,6,5,6_5
MB-7295,17,19,17_19
MB-7296,1,4,1_4
MB-7297,1,5,1_5
MB-7298,0,6,0_6
MB-7299,15,5,15_5
